question_id,content
40021246,胎儿几个月就不容易流产了我想问一下怀孕几个月胎儿就不容易掉了，我以前就是自然流产了曾经治疗的情况，想要得到什么帮助
47478244,宝宝发烧体温总在37度5到38度5之间退不下来是怎么回事该怎么办？
24615876,腰疼很长时间了，腰疼牵扯到左腿疼，腿疼有一年了。左腿一活动就疼，左腿比右腿怕凉，是什么原因。
31577122,接种麻疹和乙脑疫苗一周后发烧有，反复起红？接种麻疹和乙脑疫苗一周后发烧有，反复起红快。
11668075,全部症状：左腿疼发病时间及原因：腰疼治疗情况：按摩推拿，吃药。
13759173,肚子疼，腹泻，呕吐，头痛，发烧、关节疼痛，四肢无力，头晕
16290608,我父亲前一阵检查房颤现在没有房颤了说心肌缺血吃了点药不见好转怎么办啊？
28220840,乙肝弱阳性是不是，就是乙肝，会传染给宝宝吗
23474568,当拿掉内衣时、胸部疼痛、是什么原因呢？
8512306,左耳朵低下肿胀，右边是脖子肿胀是怎么回事啊
63912636,我停经31天左右，验孕棒测为阳性但是一深一浅，做B超右附件区有一个肿块，我是不是宫外孕了，是的话怎么治疗？
32205889,我想问一下哮喘的哮鸣音是咳嗽时有还是喘的时候有怎样区别是不是哮喘。
50454567,有水泡，而且痒，这是什么症状。该用什么药？
14169609,我现在怀孕有39周3天，胎心监测出来小孩缺氧，吸了氧做出来还是一样。请问这要怎么办啊？
6549073,小孩摔交外观无明显症状，需要做CT检察吗？
44552423,身上起扁皮疙瘩？身上起扁皮疙瘩。孕妇身上起扁皮疙瘩，还很痒，什么原因。
7180965,肠炎会引起口臭吗？我长期右腹部疼痛，伴严重口臭，口干，睡眠不好
56756114,我扁桃体发炎。打针都三天了还是不好，很疼，胃难受还想吐。请问怎么办阿，现在想死的感觉都有
23983525,感染艾滋病在第几天会发热？感染艾滋病在第几天会发热。
26986987,医生请问怀孕时母亲得了甲亢会遗传个孩子么？之前得过甲亢怀孕时又复发了但是没有吃药想知道宝宝会不会被遗传
61118148,胎盘三级了胎盘三级是成熟，还是在老化？是不是要提前生产？要怎么预防胎盘老化？
14066207,我父亲前几年得过鳞癌，经治疗后好了两三年，现在出现从颈部开始浮肿，已扩展到脸部，食欲不振，是否是鳞癌复发症状以前左颈有肿瘤，经化疗放疗后消失两年多，现在浮肿未见肿块
7556365,1月6号来的例假，2月1号的时候就流了点血，到现在还没有来例假怎么回事？
64064244,长期便秘有三四年时间，且有痔疮。解决便秘和痔疮
51653356,医生，请问慢性膀胱炎怎么治啊，憋尿导致的，谢谢没谢谢。
23497398,左眼总是水肿多少年了上些什么药好
46979003,脸上和脖子上又红又痒还有嘴唇干是不是过敏了过敏预防怎么办
37936839,老人得过脑出血，闹梗塞，现在说话不好。？去年得的脑出血，以前也有过脑梗塞，现在主要是说话不行，就是不愿意说。吃过中药有没有什么办法，治疗一下说话。
20635620,溶血报告帮忙看下，ABO血型鉴定为O型，RH血型为阳性，免疫性抗体A为阴性，免疫性抗体B为256，无帮忙看下报告单，了解是否正常
21220588,蒲公英的根能泡水喝吗没病我就想知道蒲公英的根能不能泡水喝
26694440,以前有咳嗽的毛病，半年咳一次，有时一年咳一次，咳个半个月至。我上身皮肤黄，下身皮肤白，胸部小，是不是发育不正常。我不真的是不是有病
14197299,我媳妇前段时间腹部右下侧疼痛还带恶心，22号去医院尿检阴性，当天见红，量不大，为黑色，总共见红4天，现在还是肚疼，恶心，是否是宫外孕
19744052,我做的包皮手术jj好难看不知道是不是正常我今天做的第九天了jj下面有个拇指大的包肉嘟嘟的不知道是否正常还没有拆线
44467556,高医生我爱人得了高分化舌鳞癌4月末在外地做了舌癌手术后续治疗想在本地做请问大夫何时做放化疗为好
43944077,男颈椎病压迫颈部神经造成大脑缺血，头晕，眼花，颈部上根痛，病发就会一下子晕过
27988481,刨腹产、等多长时间可以要二胎？刨腹产、等多长时间可以要二胎。
51246703,睡得正香的时候嫂子打来一个电话让我去她那里附近的一家医院因为大哥出差在外嫂子一个人带着小孩去医院看病说是宝宝突然肚子痛得满地爬后来又不让我去了说是有人陪了这个病的症状有什么想知道小儿急性出血性坏死性肠炎的症状有什么？（
23935900,我的症状乳头乳房胀痛，且乳头周围东西，月份经后缓解。
43835316,右侧卵巢探及数枚不均偏强回声回声团界尚清较大的约2。5*2。2*2。2cm内可见一大小约1。4*1。2cm的无回声区左侧卵巢大小正常回声无殊无需要手术吗？
63415837,肛门痒，擦屁股擦出血就舒服
63299520,出过汗后全身冰凉很久，宫寒很严重
52762673,我的朋友是男同，很痛苦，懂事起就发？我的朋友是男同，很痛苦，懂事起就发现了，很想改变自己，对女孩子也只是单纯的喜欢，顺眼，请问你该。无改变性取上的问题，做个正常人
14008190,请问、经胃镜检查，发现患有萎缩性胃炎和胃溃疡。该吃什么药
43725976,怀孕36周宝宝动一下就想尿尿，而且还感觉子宫痛
32767861,满月宝宝做今天剪了舌头下的筋可打预防针？
52026269,经常便秘，一直吃泻药，这种情况有4到5年了分析病情给合理的药理
56228831,孕34周胎儿心脏彩超冠状静脉窦扩张，永存左上腔，这个孩子可以要吗
46353131,胸闷气短喘不上气是什么病？胸闷气短喘不上气是什么病。
31115263,大姨妈之前做爱的女友大姨妈前几天做爱的。射进去了。会怀孕吗？
34056933,喝两瓶啤酒要几次才能射完含酒精的精子射精几次才没酒精
37116762,18周的胎儿双顶径约45mm，头围约151mm，股骨约24mm，胎盘底壁16mm，羊水深度30mm，胎儿正常吗
22135065,人流三次可以再怀孕吗？今年和老公商量打算要孩子，让我很担心的是，前年我做过三次人流，而且现在例假也不是很正常，老公很担心我，我也很担心这样在怀不上孩子，希望快点好。请问，像我这样人流三次可以在怀孕吗，对孩子好不好呢？
48964504,2009年发病，当时只做过按摩，腰椎间盘突出10毫米，伴有钙化，左腿间歇性麻木，腰部不舒服，难受腰椎间盘突出10毫米，伴有钙化，现在是压迫左腿神经，腿麻木，抽疼，腰部不舒服
59027257,我的头上牛皮藓特别痒，一挠就有银白色屑，摸完药是红色的，身上的很对称:
7558851,全部症状：头晕咳嗽原有肺气肿低烧时引起哮喘眼睛发热发病时间及原因：在外劈了几根木头出了汗治疗情况：掉了三针点滴依旧不见效果
12262377,左肩膀有时候会酸疼是不是肩周炎，怎么办？
15482424,我和我老婆九月五号做过爱射进去了，月底月经又来了，怎么到今天了月经怎么又没来了呢？都过了半个月了怎么回事，会不会是怀孕了
12607458,一月前左手肌腱断掉一个月前左手内侧血管肌腱断了在回复期间大拇指的筋又断了
50552773,是不是不能怀孕呢上个月18来周期，这个月2、3、5号同房一周后贪睡，乳房胀痛，但今天来周期了，是不是没怀孕啊？
23283515,我孩子一感冒就咳嗽气管就发炎有呜鸣声，朋友说孩？我孩子一感冒就咳嗽气管就发炎有呜鸣声，朋友说孩子体质太差导致生病，输父母的适合的血是可以提高免疫力的。这说法正确么。
63254359,我得了吊线风吃甲钴胺可以和维生素B1有效果吗针灸过。医院开得药面瘫能治吗
40252524,山东省济南省立医院乳腺科挂号田兴松双乳疼痛一年乳腺病怎么预防呢
8580309,黄胆300多怎么办有什么好方法医疗
5011411,跳跃后和久蹲后膝盖肿痛，自从一次打篮球后出现症状。
4610229,我儿子4岁检查出右脑室有脑积水该怎么办
21941237,头晕，心悸气短，恶心反胃，腰部酸痛，全身乏力，比较消瘦，舌头有齿痕，没胃口，这些症状是阴虚吗？以前老有手脚冰凉，出汗的现象。现在也是。
66408456,走路时会有咯吱咯吱的声音，且休闲的的时候感觉困、涨
49564150,怀孕有3个多月，宝宝因特殊情况不能要，医生说需要引产，可我是外地的跑了好几个地方都没有开到引产证明，我现在很着急时间越久对身体越不好，难道没有证明就不可以手术吗我是周三去检查的，做了B超，医生说要引产证明，跑到今天可都没开到…没有引产证明可不可以看情况给做手术呢？因为我不能回老家
23877459,浅表性胃炎我检查是浅表性胃炎胃窦炎还有口臭吃什么药能好啊
58921585,阴部大小不一，肿胀的一边呈黑紫色，摩擦是感觉到疼，平时有点痒:
35187716,外阴道烧痒，红肿痒阴道红肿，痒，之前去过医院检查过，医生说是滴虫，也开了药吃和洗，过了几个月有发了，现在真的受不了，痒死了
12910500,膝盖疼痛，小腿发麻，走路软软的无力
58551822,我今年25岁了，已经怀孕4个月了，可是最近霉菌性阴道炎却复发了，我想知道这种情况下生孩子会影响宝宝的健康吗
50100492,孩子梳头时大把的掉发是什么原因呢？？孩子梳头时大把的掉发是什么原因呢。
51368646,医生。请问我我一低头就会感觉到胳膊和手会发麻，请问是不是跟颈椎病有关
10835689,全部症状：子宫内膜厚发病时间及原因：子宫内膜厚可以怀孕吗？治疗情况
35673874,怀孕两个月零十天能做人流吗子宫扩张到9。9孕囊大小7。3*2。4胚胎大小2。4
45889373,甘草锌颗粒，是和排铅药一起吃吗
32172859,意外怀孕应该怎么处理合适？我做了三次药流了。一直没有做好要孩子的准备。可最近感觉有了宝宝了。不想要，我应该怎么处理这件事情？
39481529,学校说要体检老师说抽血的前一天不要吃药说会影响检测结果的准确性，况且我现在感冒了抽血的前两天吃感冒学校说要体检老师说抽血的前一天不要吃药说会影响检测结果的准确性，况且我现在感冒了抽血的前两天吃感冒药，前一天不吃这样可以吗？
60807210,腰4/5椎间盘向周边膨出，硬膜囊受压，椎体缘见骨质增生4/5椎间盘是什么意思？这种病有什么严重的后果没有？应该怎样治疗？谢谢。
31771538,头撞了头晕啊啊啊我的耳背脑部撞了一g下。然后肿了又伤了一点。然后晕晕的。去照了CT没事。现在都是眩晕不疼不呕吐。这是什么情况？吃什么药？
31236757,患者患有腰椎间盘突出症、压迫神经致使脚部？患者患有腰椎间盘突出症、压迫神经致使脚部麻木。
16881444,我母亲最近总是头晕，做了头部CT，颈部x光片，已经颈部磁共振，说是轻微的颈椎间盘突出，化验了血，甘油三酯高5。22，吃头晕药、挂水、理疗已经有一周了，还是每天会头晕一下，然后四肢无力，请问要怎么办？
38119580,右后背肩胛骨与脊骨之间有一点疼痛有时右肋有痛感大便经常不成形或稀便两年事业不顺心情不好生气右后背有痛感检查肝四项B超检查肝胆脾胰和肾没啥事自己觉得像胆囊炎吃了一些利胆片没用看中医让我吃柴胡疏肝丸和健脾丸吃了一个月没见效就没继续吃请问什么病能吃什么药希望能得到答复谢谢
12292705,全部症状：肛门周围有红红的有事会痒发病时间及原因：无缘无故长治疗情况：用了马应龙痔疮膏
25188890,是阴道炎还是尿道感染小便偶尔失禁，白带是黄色的，还有异味，我想问这是得了阴道炎还是尿道感染
34011256,乙肝小三阳患者在饮食要注意些什么？
14160021,我肾虚，还气虚，还血虚…想喝花茶来改善，应该喝些什么呢？
28520042,脉搏？我想问一下，人的手心有脉搏吗，我用手指按住手心附近的地方，有跳动，无名指和中指分叉的地方。这是怎么回事。
24048906,怀孕两个月了，总是两三天才上次厕所，而且便秘，量少又费劲，最近这些天大便的颜色黑不像黑的
46844278,我整个腹部痛，各项检查都正常，不知道是不是节育环的问题CT做个，B超，妇科B超，胃肠镜都做了都正常不知道是什么原因，不知道是不是节育环的问题
33865464,脚趾骨折吃什么补品能好的快点
35908105,医生高血压还有高血脂可以吃些什么药降高压和低压？
11793283,全部症状：乏力、坐车的时候想吐、晚上不管睡觉多早、早晨还是不愿意起来、感觉头和眼睛有点痛、有时候手和脚抽筋、厌食发病时间及原因：最近一个月、原因不太清楚治疗情况：没有
21435367,银霄病在怀孕的时候怎么办2008年会红会痒
37633947,艾滋病早期会舌头麻？会脊椎疼吗？大？:艾滋病早期会舌头麻？会脊椎疼吗？大腿痒吗。无我想知道我是不是患了艾滋病
24027174,症状为咳血，咳嗽，疼痛中医药治疗肺癌疼痛效果好不好
57321927,怀孕22周，现在可以预约到四维吗？四维是多少钱
3119201,主要症状：痘痘不停的出，用手挤有白色米粒。发病时间：以前有过后来好了近一个月有出了好多。化验检查结果：痤疮用的药膏
48627355,我注射了破伤风疫苗，两天后针眼附近一片红肿，疼痛、痒。怎样缓解症状？
46104828,今天左脚无名趾与中趾下的脚掌肉突然就肿起来走路别扭走一下压到肿处也有疼感以前从没有这种症状会是些什么原因呢无蚊虫叮咬痕迹用些什么药好
40620350,过敏鼻炎，老流清水鼻涕，打喷
34317170,全身浮肿老是咳嗽这是怎么了
53194281,小孩发高烧？小孩现在三岁十个月，今天在医院查血发现是病毒感染，打了针，安曲南加病毒唑，回来后高烧，下午两点吃了一次美林，晚上还是高烧39。9度，8点半又吃了美林，现在过了一个多小时还是高烧，请问还可以用乙酰氨基酚栓（退热栓）吗。
16651490,有时候激动然后就会晕倒还全身无力呼吸困难是怎么回事该怎么办会不会很严重
53487376,我贫血，头痛，前几天牙龈出血，用了甲硝唑和维生素c，现在好了，不知道36。5-37。2算不算低烧，手指关节痛，不知道有白血病的可能没？请说详细点
8279673,有问题向医生咨询，百万医生在线解决你的健康问题
63173182,二月九号来的大姨妈，20号的时候男朋友在下面顶，有点疼，没水，没进去，一两分钟的时间，会怀孕吗，三月七号，男朋友进去了两次，早上一次，晚上一次，都带了套，没射，现在12号了，还没来大姨妈
62208947,左乳头上有压痛小指有麻感深吸气时左胸上部有痛感想知道是不是心胶痛或是什么病有药吗谢谢
42853621,肺部有纹理，干咳，这是什么病
33563056,吃了熊去氧胆酸胶囊口渴，尿频正常吗打保肝的药，晚上吃的胶囊回信息谢谢
36556567,两年前人流过一次，现在又想人流我2011年7月做过一人流，现在又意外怀孕了，宝宝快70天，现在家庭条件困难，和种种原因，现在先不想要，相等过两年再要，那我连续做两次人流对以后怀孕有影响吗？曾经人流过，之后有盆腔积液，不过现在完全好了。
7145030,四岁的孩子得了肠淋巴炎，高烧，每次发病都高烧，该怎样预防呀
64868248,我一直想怀宝宝，一直没怀上。我身体满好。请问怀孕与肥胖有关系吗？
14219029,我确定不是痔疮，而且一直在流
3817333,我准备怀孕但是已经注射了甲流疫苗，对孩子有影响吗？我现在还没有怀孕，需要采取避孕吗？如果避孕，多久以后可以要小孩？
21588135,做爱射精太快无力，不到两分钟就射了。
46776077,怀孕46天，不要这个孩子选择药流怀孕46天了，不想要，选择药流，第一天早上吃了两粒米非司酮片，晚上吃了一粒，都没有流血，什么症状也没有是怎么回事？药流失败吗？
10147069,患者信息：女28岁有痔疮肛裂。
24697350,宝宝在吃奶乳房有刺痛宝宝在吃奶，右乳房像针扎一样疼
5222538,我的眼睛以有四回充血了不知是啥原因
62711551,耳朵我感冒了很久都没好，最近几天耳朵像有气一直堵到一样，吞口水左耳朵会有较大的响声，听力正常。这是怎么了啊？？？
26264031,低血压是什么原因低压50，高压90没有想知道哪些原因引起低压
29957067,上吐下泄，腹痛于昨晚发病，不发热。
5807679,我56岁，五月底突然头重脚轻玄晕，血压170/130，ct检查没见异常。现在左腿走路无力，左脚大拇指疼痛，问你这事什么病
60206988,肚子淋巴炎，吃什么药好
12186067,全部症状：左手食指部位浮肿，经常疼痛发病时间及原因：治疗情况
3379786,阴道庠请问该吃什么药？和该买什么药洗呢？
50643578,痔疮一到晚上就很痒yanzuoshoushuma
39427050,急急急急，求详细信息医生，不要复制我3月11号月经，26号同房但吃药，4月1号晚房事龟头只进去一点没什么感觉，体外射精，完事迅速清洗小便，会怀孕吗，几率多少，67号莫名其妙爱生气，嗓子哑了，有点上火。是不是月经征兆。26号吃药会推迟排卵吗，26应该排卵日吧，吃药不会把排卵期推迟啊，担心中。
46890132,初潮就伴有痛经一直到现在人一直以来都很胖很容易出汗还有皮肤暗沉有很多雀斑夏天就更多了请问医生该怎样祛斑？怎样才能瘦？
20004310,小孩高热三天出了疹子，是幼儿急诊。高热后现在又是低温35。4度，要不要加衣物会不会有问题啊？发热期间输液两次降温的，以为是感冒还吃了感冒药现在低温会不会有问题？
68582863,右腿膝盖及膝盖以下疼痛两三年，去过四五家医院诊治没有结果，说没有问题，请问这是什么病，需要怎么治疗
63932964,切完包皮，第6天，不勃起了韩式切的包皮，第6天，不勃起了，怎么回事，害怕。昨天下午，到现在一直没有反应。不知道早上能勃起吗
16880188,做了心脏搭桥后心包积液是怎么回事
58017513,得了红斑狼疮真不好受，很厚的皮肤像鱼鳞一样，脸上的红皮肤也开始出现，觉得身上的肉都酸痛得很，红色的皮肤很多，哪些皮肤里面的汗毛都变得很粗，身上的皮肤稍微一冷就是紫色的了，关节痛起来全身不舒服。
16716542,腰椎间盘突出症5，6年了，没有做过治疗，腰疼，腿麻，腿疼，弯不下腰。有什么治疗办法
8571959,全部症状：心慌，胸闷，头晕发病时间及原因：治疗情况：已做心电图检查，结果。早搏，心律不齐
34051436,之前肛门多了块息肉，好像是痔疮，也没在意，现在肛门旁边长了个小肉刺似的东西，圈出来的那个，不知道是什么，不疼不痒，好担心是尖锐湿疣啊性病啊之类的，麻烦医生给解决问题，心理压力很大啊。谢谢。
3015911,我这三四天大便时，有血滴出来，是长痔疮了吗？怎么会长这个呢，怎么样治疗最好呢。
47877911,最近陶是掉头发脾气还不好是不是看孩子淘气不听话就想打还老做梦~。这是怎么回事？？？我是不是心里出现什么问题了？？？
36254510,肛门出血是有痔疮吗？肛门出血大便3天一次，这是有痔疮吗？肛门出血是有痔疮吗？
42396938,时不时头晕一个月发2到三次，做脑电图未发现异常，平时生活饮食要注意哪些
60149322,心脏频发早搏，吃倍他乐克好了一年，昨天买东西可能太累？今天犯病了，一天都早搏，难受（）
51863763,，检查出来中度贫血，只有8。2，口服液吃了没见效果。当地医院里开的右旋糖酐铁口服液有什么可以食补的方法吗
7395982,男56，去年3月由于心脏90%堵塞所以做一支架。结果在今年9月发现胸闷气短又去造影检查，更惨。住了些天院胸闷气短的症状丝毫未减，所以在我们当地找了中医，但说是祖传秘方就是太贵了10天300元，花费2000元了也就稍强一点，还不知吃多长时间啊。所以请求高人指点救命的中药配方治疗冠心病。
9916951,以前人流过，目前想怀孕
25171332,最近身体不适特别好，跟他去医院检查了一遍，结果，医生说是骨质软化症与佝偻病，非常担心，不知道该怎么办才好，不知道这个病要不要手术呢。骨质软化症与佝偻病是指什么病呢
25618092,02年手术后回病房舌头开始发干一直到现在找过很多大夫都说是火但吃过很多药都无效多次治疗无效除了上火外会不会是其它方面的问题
16261953,末梢神经炎的症状有哪些
58809526,老家有个亲戚得了癫痫病，发作时动作行为上面很奇怪让人折磨不透的感觉，全身抽搐的厉害，但有时又像正常人一样，听说是受到了什么刺激，过后就成了现在这个样子半癫痫状态，这是癫痫早期症状吗
63832011,月经前，乳房胀痛，腋窝痛，马上就要来月经了，发现在挤压右侧乳头时，有一点点白色得液体冒出来。为什么会有白色得液体冒出来呢？我很怕自己得乳腺癌。我马上就要来月经了，现在去医院检查会不会对检查结果有影响。可是我现在很急，很担心。
7820758,全部症状：陶氏腔积液2。8*27发病时间及原因：月经前第4天治疗情况：想怀孕不准备治
15344866,乙肝妈妈生孩子会传染给宝宝么？
58002759,我儿子前一个月摔到头部，第二天右手右腿不管用，耳朵出黄水，发烧的同时嘴巴不管用，请问这是什么病，如何治疗的快些？谢谢。CT磁共振之前在山东省立医院治疗过，之后转院至北京医院治疗至现在这是不是癫痫，治疗到现在咋还不见好转，如果是癫痫病，癫痫的那一种谢谢
57503827,医生我昨天给我家宝宝喂奶奶水没注意流到耳朵里去了请问我该怎么办？碍事不？（才刚出生28天）
56524588,老是恶心想吐是什么原因？最近老是恶心想吐。而且又不想吃东西也不会肚子饿。这是什么症状？
61161145,鼻炎耳闷头昏。鼻塞引起耳闷，捂住嘴吧闷口气就缓解点。有鼻炎怎么治？不理想求解救
59915746,我这体检结果正常吗？乙肝表面抗体弱阳性，弱p。
58413838,我想问附近医院用钢丝钢钉捆绑起来的，这样能助于恢复吗？有没有伤害
67945822,本人有痔疮最近三天患有肠炎，大便蝴状，有较大量鲜血，一天四次，无异常感觉，常饮酒
43138162,2014年5月查出骶管囊肿左侧坐骨神经痛，去医院检查骶管囊肿。现在站一会左腿发麻、疼痛，只能在家卧床。请问医生我需要手术吗？
24644629,大便时出血怎么办？大便出血痔疮如何治疗？大便出很多血，有一个月，放消炎栓，口服三七止血胶囊等。效果不大，开始大便出很多血希望网上解答，谢谢各位医生了。
31334082,我的额头上起小米疙瘩怎么办。？我的额头上起小米疙瘩怎么办。
38359491,宝宝肺炎出院后复查还是有肺炎怎么办
19134543,刚裂和内痔服用消炎药和马应龙痔疮膏管用吗？
9040317,全部症状：站立和步行超过二十分钟就感觉下肢胀痛难忍照片显示腰椎间盘突出发病时间及原因：有十几年治疗情况：未治
13872629,患者信息：女1岁北京大兴区宝宝9个月，发烧37。6身上有小红点。一个月前起的病毒性疹子。一周前打麻疹疫苗过敏，身上起红点。曾经治疗情况及是否有过敏、遗传病史：麻疹疫苗过敏
